#NAME	AIH018	AIH021	AIH022	AIH035	AIH036	AIH039	AIH040	AIH043	AIH047	AIH052	AIH058	AIH059	AIH068	AIH069	AIH070	AIH071	AIH049	AIH050	AIH051	AIH053	AIH054	AIH055	AIH056	AIH057	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH076	AIH081	AIH082	AIH083
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; unclassified	0	0	0	0	0	0	0	0	0	0	2592	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU500|NN=Oscillibacter_valericigenes_AB238598|D=90.6	0	11	39	1379	13	0	13	0	16	0	154	104	553	48	1	0	419	809	706	0	0	117	36	0	1	484	62	0	0	306	1	0	0	0	117
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_buccae	2	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	170
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	1	0	1	0	0	1	0	2	5	0	4	0	2	1	8	3	2	0	0	0	0	19	3	1	0	0	0	7	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	389	0	0	0	0	0	45	0	0	0	0	0	0	0	834	0	0	0	0	0	0	128	0	0	0	0	1	0	0	17	1	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; Erysipelatoclostridium_innocuum	10	89	89	1	0	4	0	2	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	1	0	70	0	15	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	11	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	5	15	4	14	0	3	28	0	0	5	0	10	3	5	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU1638|NN=Prevotella_melaninogenica_AY323525|D=97	1	4	51	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU175|NN=Roseburia_hominis_AB661434|D=94.3	0	0	1	4	0	1	0	3	104	25	36	0	7	0	1	1	650	35	16	3	0	3	11	12	29	205	12	0	29	0	0	0	0	1	45
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Dielma; Dielma_fastidiosa	30	0	0	0	1	0	0	0	0	3	0	0	0	3	20	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_citroniae	17	262	26	1	2	51	0	0	8	1	4	0	0	0	5	0	1	7	0	6	3	7	0	8	6	3	1	6	2	7	0	13	4	140	16
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	44	0	0	10	6	13	0	0	4	11	11	2	0	7	0	0	4	1	0	2	18	0	3	0	6	4	0	0	3	2	0	0	20	10	12
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU687|NN=Prevotella_oulora_PVORR16SH|D=91.7	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	6	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	5
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	7	0	1	4	0	0	1	0	3	1	0	0	0	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella; OTU402|NN=Christensenella_minuta_AB490809|D=85.4	0	0	0	0	0	0	0	70	8	0	17	0	8	0	0	0	155	64	9	1	0	0	1	0	0	0	111	0	329	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; Oribacterium_sinus	8	14	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Parabacteroides; Parabacteroides_goldsteinii	3	0	0	0	0	0	2	2	220	20	10	25	0	3	18	2	4	182	60	38	196	0	27	340	29	0	52	364	56	664	26	12	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; OTU1004|NN=Neisseria_subflava_FJ823143|D=96.5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	10	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	0	0	0	0	0	0	0	18	1	8	22	4	0	0	0	12	0	0	1	0	115	0	156	50	4	0	0	32	177	0	0	0	0	0	4
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera; OTU301|NN=Megasphaera_elsdenii_DQ146765|D=93.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU1710|NN=Eubacterium_saphenum_GU427005|D=89.7	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	2	0
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	3	0	1	2	0	1	0	1	3	2	0	0	1	0	10	0	2	2	2	4	3	1	0	20	5	0	4	4	0	0	0	0	2	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_clarus	0	0	0	0	0	0	0	153	0	0	0	0	0	119	2	0	102	2	0	1	1073	0	1	27	2	3	1	0	0	0	3	0	0	0	245
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1478|NN=Ruminococcus_flavefaciens_AY349157|D=94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridium; Clostridium_sordellii	0	0	0	1	0	0	0	2	0	0	2	0	0	67	0	0	0	0	0	3	0	1	0	0	0	0	5	0	1	0	2	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_plebeius	1	26	51130	0	0	0	0	0	4	0	1942	526	169	0	0	0	1	0	9	6	1	1	0	9	2	1	0	0	5	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	3	0	0	6	0	4	51	29	1	1	10	0	0	8	0	9	4	0	3	0	6	1	17	0	0	0	13	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU798|NN=Oscillibacter_valericigenes_AB238598|D=90.1	5	4	0	6221	605	0	32	314	44	0	239	1	576	5920	0	0	1725	1036	756	1711	3	2654	110	74	1197	521	131	488	2	76	0	0	0	0	193
Bacteria; Unclassified; unclassified; unclassified; unclassified; unclassified; OTU253|NN=Geobacillus_stearothermophilus_EF025325|D=75.9	15	0	109	2	4	13	0	14	4	0	2	0	4	6	3	0	2	0	6	5	15	1	3	0	4	4	4	2	2	4	153	0	45	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	1	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	1	6	3	14	0	0	21	0	0	7	0	2	7	5	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	159	2	0	7	30	0	28	2	135	3	0	0	0	19	0	0	0	0	5	2
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	4	0	0	0	0	0	0	1	1	7	0	7	1	0	8	6	1	2	16	11	21	0	8	115	6	0	13	0	15	5	2	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU578|NN=Clostridium_lactatifermentans_AY033434|D=86.3	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	14	0	92	0	29	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1654|NN=Papillibacter_cinnamivorans_AF167711|D=89.7	0	0	0	0	0	0	0	0	0	0	24	16	148	0	0	0	45	0	0	0	7	0	0	0	1	5	0	0	0	0	0	0	0	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	784	1	0	2313	1	1829	0	276	953	1598	1	0	2	172	200	1	2	1	1	14	14	417	76	0	10	10470	0	2	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU773|NN=Roseomonas_mucosa_AF538712|D=81.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU916|NN=Eubacterium_siraeum_EUBRRDV|D=93.2	0	0	0	0	0	0	2	0	0	0	5	1	105	0	0	0	843	4	51	355	1	59	5	245	134	58	2	766	385	13	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU808|NN=Eubacterium_ramulus_EUBRRDT|D=95.9	85	0	0	15	3	0	1	6	0	41	45	0	47	531	2	1	46	9	0	13	1	14	18	0	0	318	69	63	0	4	0	0	0	0	108
Bacteria; Firmicutes	0	0	0	6	0	0	0	151	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus	0	0	0	0	0	0	0	0	0	310	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_bifidum	0	4	3	0	0	1	0	8	0	0	3	0	17	45	1	0	44	0	0	22	0	0	0	40	2	9	17	0	19	11	0	0	0	113	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	2	672	3	16	0	9	0	88	0	96	27	9	13	1	87	1	18	0	5	43	26	67	0	103	13	60	2781	19	81	0	0	5	20	4	114
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified	0	0	0	0	0	0	0	0	0	0	1186	0	0	0	0	0	0	88	0	0	0	0	0	4	1	61	7	54	1	1025	0	0	0	0	293
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; OTU719|NN=Victivallis_vadensis_AY049713|D=94.5	0	1	0	0	2	0	0	0	0	10	0	0	0	0	0	0	36	41	5	2	0	0	0	0	12	625	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; OTU267|NN=Parasutterella_excrementihominis_AB370250|D=92.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_symbiosum	1	18	0	0	0	11	0	0	0	0	0	1	0	0	5	0	0	0	3	0	0	0	0	0	2	1	0	7	0	0	1	0	0	13	1
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium	0	5873	749	4	0	0	0	2	0	6	1	5	0	5	1	0	1	9	7	16	6	0	1	17	7	0	0	2	6	4	3	52	0	9	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU80|NN=Eubacterium_desmolans_EUBRRDO|D=94.1	0	0	42	17	0	238	1	0	0	6	20	0	65	4	11	4	394	0	4	56	20	3	0	8	0	245	79	4	10	51	0	0	18	6	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	7	0	0	3	0	0	0	3	1	1	0	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU481|NN=Clostridium_lactatifermentans_AY033434|D=85.5	523	0	0	0	0	83	0	0	2	0	0	0	0	0	0	0	19	1	0	8	83	0	0	1	0	0	0	0	3	7	8	0	0	29	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia_mannitolilytica	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	5	0	0	0	0	2	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU176|NN=Butyrivibrio_crossotus_FR733670|D=87.8	0	0	0	6	2	1	0	1	8	0	9	0	3	0	4	0	0	11	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	44
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_brachy	0	2	0	0	0	0	0	0	4	3	0	0	0	0	12	5	0	0	0	9	1	0	0	0	0	0	11	0	5	7	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales Family XI. Incertae Sedis; Parvimonas; Parvimonas_micra	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	0	0	1	3	2	0	0	4	3	0	0	0	0	44	0	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	65	0	0	0	0	0	0	0	25	0	19	0	26	0	0	0	55	0	3	7	0	3	0	3	0	8	0	1	0	9	6	0	0	0	24
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Streptomycetaceae; Streptomyces; Streptomyces_misionensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	3	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae	1	15	14	0	1	2	0	0	5	0	0	0	1	0	1	5	0	0	0	16	15	0	26	0	1	0	0	2	29	0	0	2	4	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU58|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=95.5	0	0	0	4	1	0	0	0	2	17	6	0	0	170	72	24	1	8	3	10	15	4	5	54	0	0	0	0	3	3	0	0	0	2	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	3	0	0	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; Methylobacterium_populi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	2	0	3	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	2	0	0	0	0	0	0	0	2	0	14	7	14	0	4	3	1	0	0	0	0	15	1	0	0	0	0	0	0	4	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_beijerinckii	0	5	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; Methylobacterium_mesophilicum	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	0	3	0	0	0	1
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Mitsuokella; OTU1438|NN=Mitsuokella_jalaludinii_AF479674|D=96.8	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_timonensis	0	0	17	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	18	0	1	0	0	0	0	0	0	0	0	26	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU962|NN=Oscillibacter_valericigenes_AB238598|D=89.7	1	2	0	2070	0	0	1	102	0	41	548	0	1343	2	0	0	182	0	1187	0	0	1	0	1	0	385	14	0	127	164	0	0	0	0	13
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU790|NN=Barnesiella_intestinihominis_AB370251|D=84.6	0	6	28	5	0	0	0	0	2	5866	0	1352	4	756	0	0	0	0	4	2	0	0	1	2	25	0	3	0	3	8	0	1	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_aldenense	20	72	0	3	0	9	0	0	3	2	0	1	0	1	0	0	0	0	8	7	12	1	7	30	2	1	5	1	3	0	3	0	3	155	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU312|NN=Ruminococcus_bromii_DQ882649|D=91.7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	3	0	1	0	0	0	0	0	11	0	1	0	0	0	4	3
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; Rothia_dentocariosa	0	0	16	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_oralis	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Corynebacteriaceae; Corynebacterium; Corynebacterium_durum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU673|NN=Ruminococcus_callidus_X85100|D=93.8	0	9	35	0	0	1	0	0	926	0	0	30	511	2707	0	0	86	0	4	0	1	618	4	2	0	74	0	0	0	1255	0	0	0	0	12
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU1053|NN=Barnesiella_intestinihominis_AB370251|D=87.9	0	0	0	9	390	0	0	16	0	0	183	0	155	0	0	0	0	0	0	2	0	0	0	0	1204	1269	0	0	0	191	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU525|NN=Clostridium_clariflavum_NR_102987.1|D=78.1	0	0	0	0	0	0	0	0	1	23	193	0	84	0	1	0	57	0	0	0	0	0	649	1	0	146	151	0	2	663	0	0	0	0	21
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU997|NN=Catabacter_hongkongensis_AB671763|D=82.9	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	3	0	0	9	15	0	0	15	3	0	0	12	0	0	0	0	0	10
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae	0	0	0	0	0	0	0	0	3	254	8	0	4	0	1333	0	112	0	58	1	1	0	1176	1	0	0	51	0	288	3	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1226|NN=Oscillibacter_valericigenes_AB238598|D=94.8	0	0	0	4	1	208	0	11	27	4	69	3	10	0	11	0	8	0	1	0	0	5	38	0	0	6	11	0	30	0	0	0	19	25	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU857|NN=Eubacterium_sulci_AJ006963|D=90.2	0	0	0	0	0	0	0	2	25	7	29	5	16	0	0	23	8	4	2	128	0	0	0	14	2	3	19	0	170	0	0	0	0	0	12
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU321|NN=Eubacterium_dolichum_AB649277|D=80.6	1	0	0	302	0	0	0	94	21	0	0	0	25	0	0	0	168	0	35	0	0	0	2	0	0	153	16	0	0	0	0	0	0	0	203
Bacteria; Firmicutes; Clostridia; Clostridiales	1	0	0	0	0	0	0	1	0	3	2	0	0	5	0	7	0	0	0	6	4	6	2	0	3	0	0	2	3	3	6	0	119	0	11
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1692|NN=Clostridium_clariflavum_NR_102987.1|D=83.3	0	1	0	0	0	0	0	0	0	494	92	0	1	0	0	0	48	0	22	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	3	1	0	0	5	3	0	0	0	0	0	2	23	0	0	5	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; unclassified; OTU689|NN=Clostridium_clariflavum_NR_102987.1|D=78.8	0	0	0	0	0	0	1	0	0	105	35	0	0	0	0	0	51	1	5	0	0	0	214	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU33|NN=Mesorhizobium_loti_RLU50164|D=82.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	65	0	0	45	0	128	28	0	1	11	0	0	52	0	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	9	6
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Slackia; Slackia_isoflavoniconvertens	52	0	0	4	0	0	0	0	0	0	2	4	28	5	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	88	0	0	7	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1358|NN=Oscillibacter_valericigenes_AB238598|D=91.3	5	2	2	561	65	0	5	27	125	90	266	19	276	64	16	7	185	142	25	23	0	0	161	32	259	68	28	54	4	47	0	0	0	0	12
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	3	1	0	0	0	0	0	0	11	0	9	2	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU997|NN=Catabacter_hongkongensis_AB671763|D=82.9	0	0	0	2	0	0	0	2	0	1	10	2	0	0	15	0	1	19	0	9	0	0	6	0	0	2	0	0	0	15	9	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	0	2	0	7	0	1	0	0	0	8	0	1	22	0	15	26	10	2	9	0	0	10	36	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU320|NN=Clostridium_clariflavum_NR_102987.1|D=82	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	12	11	0	0	8	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; unclassified; unclassified; OTU1390|NN=Parabacteroides_gordonii_AB470344|D=80.1	0	20	44	0	0	0	0	0	1	0	0	0	0	455	0	1	7	0	0	0	0	1	4	17	1	1	0	0	15	24	0	1	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU997|NN=Catabacter_hongkongensis_AB671763|D=82.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU345|NN=Christensenella_minuta_AB490809|D=84.1	0	0	0	0	0	0	0	0	0	11	235	1	0	0	0	11	2	0	5	0	1	0	0	103	0	0	0	0	3	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Eubacterium; OTU214|NN=Eubacterium_biforme_JF298897|D=96.8	0	0	11	29	0	0	0	0	0	160	1	2	3	49	2	0	0	0	187	0	0	0	0	0	4	0	0	0	0	16	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	0	0	0	0	0	0	0	0	0	7	13	5	2	0	0	0	0	0	1	0	0	0	2	9	12	0	2	0	0	0	0	0	0	0	0
