#NAME	AIH049	AIH050	AIH051	AIH053	AIH054	AIH055	AIH056	AIH057	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH076	AIH081	AIH082	AIH083	AIH001	AIH002	AIH003	AIH005	AIH006	AIH007	AIH009	AIH020	AIH021	AIH022	AIH026	AIH029	AIH030	AIH032	AIH036	AIH037	AIH039	AIH042	AIH070	AIH074	AIH077
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU426|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=92.3	29	4	0	47	13	21	8	18	11	0	43	146	23	41	71	0	57	11	42	7	33	15	53	1	0	1	114	889	242	12	0	8	0	0	21	27	1	15	15	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU988|NN=Barnesiella_intestinihominis_AB370251|D=87.1	125	252	0	356	1193	0	646	1	347	110	9	110	564	944	72	1	0	0	426	15	10	2966	236	0	0	3	0	93	0	421	0	2	1	887	0	393	14	59	611	33
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	464	4	59	37	30	18	165	138	0	552	53	428	84	20	22	0	2	300	637	48	31	17	36	1	0	14	0	0	0	9	117	24	0	0	0	32	1	69	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU18|NN=Ruminococcus_bromii_DQ882649|D=88.1	8	6	21	16	39	17	27	95	20	114	12	20	36	16	0	0	42	6	4	159	129	6	150	0	0	5	0	0	0	5	0	0	0	4	0	0	6	15	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	8	17	0	140	0	2	7	0	2	269	0	1	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_callidus	164	64	139	2542	1121	0	188	2	92	0	232	376	171	0	0	0	707	29	0	213	0	0	0	33	0	0	1	1	2	0	3	0	1	0	1	0	1	2585	0	70
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU516|NN=Prevotella_copri_AB064923|D=96.6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	21	0	0	1	0	1	0	0	0	2	0	232	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU82|NN=Clostridium_lactatifermentans_AY033434|D=93.1	6	2	1	0	31	1	1	3	1	14	1	0	0	3	4	0	6	6	2	9	0	6	20	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Fusicatenibacter; Fusicatenibacter_saccharivorans	1093	24	100	160	132	27	290	10	0	314	32	132	86	33	18	0	30	1038	2379	7	44	55	100	0	0	3	207	20	2	4	1395	56	0	11	2	71	21	44	424	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Cellulosilyticum; OTU1320|NN=Cellulosilyticum_lentocellum_X71851|D=90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae	0	0	0	0	0	0	0	21	1	0	3	0	0	1	0	0	1	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1336|NN=Clostridium_methylpentosum_Y18181|D=91.5	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	3	4	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	7	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU1592|NN=Christensenella_minuta_AB490809|D=88.2	1	5	0	2	0	4	6	10	0	1	4	23	9	6	0	0	0	2	3	29	20	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1527|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=93.9	19	6	18	58	100	16	21	27	130	6	8	57	82	8	37	81	26	49	6	60	18	80	146	1	0	0	0	0	0	24	0	24	2	2	0	1	21	14	122	45
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1695|NN=Christensenella_minuta_AB490809|D=84	0	0	0	0	0	0	0	0	2	196	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1615|NN=Eubacterium_ventriosum_EUBRRDAB|D=95.1	10	20	5	0	0	6	0	2	0	2	0	0	0	156	0	0	0	0	1	24	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU516|NN=Prevotella_copri_AB064923|D=96.6	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	15	0	0	64	44	0	23	0	0	0	0	0	3	0	115	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	9	16	14	13	21	7	16	15	18	23	2	14	9	15	4	14	10	9	17	5	16	14	9	25	8	12	6	16	26	16	13	27	3	7	15	25	13	5	17	15
Bacteria; Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU100|NN=Eubacterium_saphenum_GU427005|D=91	15	0	2	3	0	3	3	0	2	40	0	2	1	1	0	0	0	0	4	11	7	1	0	4	0	0	0	0	0	6	0	1	0	1	7	0	0	4	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_paraputrificum	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	0	19	0	1	7	5	0	0	0	46	5	0	0	517	0	0	0	0	0	0	8	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_indistinctus	20	0	264	257	61	194	62	108	87	28	38	289	206	484	0	253	35	0	0	78	624	168	43	0	0	0	0	0	0	0	0	0	0	118	0	0	72	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	4	4	0	0	0	0	19	0	0	0	0	38	10	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Intestinimonas; Intestinimonas_butyriciproducens	2	4	0	1	3	12	8	14	9	6	0	104	5	8	4	682	7	0	2	6	0	3	3	0	0	0	0	1	144	0	0	6	1	0	0	22	0	0	0	8
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium	1710	7	121	305	428	2	28	367	159	282	94	32	167	355	343	2	114	12660	8665	105	4	21	85	67	10	149	28330	20	7707	3954	2911	1190	19	94	485	50	1828	916	50	268
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; OTU19|NN=Phenylobacterium_haematophilum_AJ244650|D=97	0	0	0	0	0	9	2	0	0	0	3	55	3	0	0	0	28	0	0	7	0	14	0	1	0	0	0	11	13	3	0	3	3	2	27	11	1	0	8	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1682|NN=Oscillibacter_valericigenes_AB238598|D=91.1	21	0	0	0	0	0	365	0	0	278	0	0	0	0	0	0	0	1	0	110	0	0	0	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU1731|NN=Roseburia_intestinalis_AB661435|D=97	1236	2378	117	3476	896	1599	3798	2946	618	334	836	18170	803	985	2895	1	2804	1041	1080	163	2093	1065	1500	309	2	20	457	31	32	1508	5269	1283	22	375	281	8220	196	1725	1558	251
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU661|NN=Blautia_wexlerae_EF036467|D=94.9	1147	82	68	175	83	15	178	135	50	519	114	321	78	36	177	0	64	980	201	32	82	9	52	2	0	31	0	40	12	17	374	10	0	18	30	22	21	14	106	23
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1616|NN=Fusicatenibacter_saccharivorans_AB698912|D=90.2	2939	39	33	60	56	18	102	150	270	419	40	215	247	45	81	1	36	161	71	45	38	65	136	23	0	45	663	21	6	5	3533	29	0	33	29	82	149	71	610	5
Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	27	0	2	4	3	1	5	1	1	2	1	1	2	1	3	4	31	4	2	79	104	2	14	144	39	3	389	2	55	264	512	0	204	275	227	13	0	24	183	2
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; Brevundimonas_diminuta	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU131|NN=Oscillibacter_valericigenes_AB238598|D=93.5	3	0	3	2	1	3	4	0	5	0	0	0	27	1	1	0	12	0	0	15	3	7	0	4	0	1	0	0	0	0	0	1	0	7	0	0	0	3	1	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1491|NN=Eubacterium_sulci_AJ006963|D=90.3	0	0	0	0	0	0	0	0	1	52	0	0	0	0	0	0	0	0	0	4	0	0	0	43	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU1096|NN=Alistipes_indistinctus_AB600999|D=96	3	0	3	0	0	0	0	0	0	29	36	0	0	1	0	0	0	0	0	81	0	0	0	0	0	0	0	2	0	27	0	0	0	64	0	0	328	169	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1160|NN=Clostridium_methylpentosum_Y18181|D=94.6	0	0	2	16	10	12	3	0	0	0	0	0	17	5	9	0	22	0	23	35	1	1	12	0	0	0	0	0	0	1	0	0	0	0	25	0	3	0	0	0
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; Victivallis_vadensis	25	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU318|NN=Barnesiella_intestinihominis_AB370251|D=85	0	12	3	11	8	0	0	68	0	0	0	0	15	0	5	0	0	0	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU120|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.1	0	0	0	11	0	0	0	50	4	0	0	21	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	95	67	4	199	67	282	378	69	71	17	15	179	48	39	280	0	99	31	26	15	225	11	7	38	1	2	3	0	2	36	72	91	1	1	8	69	12	49	72	21
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU395|NN=Clostridium_bolteae_AJ508452|D=93.5	55	6	17	39	0	43	0	57	28	11	14	0	29	398	6	0	16	166	151	17	0	41	25	5	0	1	23	2	5	8	1	90	0	1	0	14	277	173	0	1
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella; Shigella_sonnei	7	18	24	5	34	0	7	10	4	0	3	0	11	81	0	523	23	0	103	9	903	8	0	161	1690	1	0	555	2	295	3366	11	3612	9	51	64	2351	0	39	32
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU234|NN=Prevotella_conceptionensis_HM587326|D=87.4	0	0	0	9	5	0	1	2	1	0	1	51	13	0	6	0	4	2	0	35	10	0	4	5	10	5	0	0	7	1	0	0	0	0	4	0	0	0	2	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Pelomonas; Pelomonas_saccharophila	0	2	10	19	13	37	4	52	7	1	8	258	12	8	11	6	77	1	2	16	10	47	5	8	0	7	1	42	46	11	1	13	15	13	50	42	23	18	16	2
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	13	0	0	2	0	0	0	2	0	13	125	0	219	0	3	1	0	0	0	0
Bacteria; Firmicutes	0	0	320	0	0	0	0	7	39	4	0	0	4	0	0	0	0	0	42	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	91	7	5	26	2	0	4	43	13	197	84	24	13	2	7	0	25	279	455	5	8	12	12	9	0	3	0	45	0	8	0	33	0	2	0	62	43	25	137	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU540|NN=Gemmiger_formicilis_GU562446|D=93.7	0	108	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	2	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	1	0	5	0	0	1	1	0	0	0	0	0	0	4	0	0	0	2	0	0	6	658	1	1686	0	24	41	0	15	3921	0	0	0	2	0	0	0	3163
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira	10	20	12	18	34	62	14	11	62	4	4	52	163	19	6	8	79	70	49	10	46	7	123	6	0	4	0	0	0	3	0	11	0	0	17	0	36	3	33	18
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; Phenylobacterium_haematophilum	0	4	16	37	10	24	2	45	6	0	32	124	6	5	9	16	31	3	1	25	2	25	8	3	5	7	1	26	37	5	0	18	4	6	30	31	18	57	28	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU156|NN=Oscillibacter_valericigenes_AB238598|D=95.3	717	558	38	16	14	256	116	1	497	384	34	0	1	40	14	218	145	0	31	66	35	128	53	359	1	0	0	8	6	123	574	416	0	184	0	1	0	1040	0	0
Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	2	5	1	21	2	0	3	23	2	0	9	6	1	1	3	3	4	2	2	28	0	0	0	0	2	0	12	6	6	2	1	0	2	0	0	13	0	0	2	0
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	2	5	15	19	14	0	4	126	5	0	10	3	2	17	9	16	9	0	1	22	7	1	2	5	4	8	0	2	18	0	0	3	2	1	11	5	5	34	16	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Atopobium	0	0	2	3	5	5	0	0	0	0	0	0	11	0	0	4	6	0	1	56	9	3	2	10	0	0	6	12	2	0	16	0	0	5	3	14	1	0	6	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia	172	8	16	2	0	0	5	11	9	127	6	7	31	5	1	0	13	0	29	17	0	0	7	14	0	0	0	0	0	12	33	5	0	4	0	0	0	1	0	2
Bacteria	11	28	22	35	30	9	27	33	32	51	2	13	7	8	11	28	23	12	22	7	33	25	13	23	16	6	10	16	42	29	14	45	7	7	13	52	25	16	18	13
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU521|NN=Papillibacter_cinnamivorans_AF167711|D=89.6	12	6	0	14	0	0	7	0	18	18	0	16	4	1	83	1	0	0	6	4	0	0	38	0	0	0	0	0	0	0	1	0	0	7	0	0	0	14	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	1	0	0	2	0	0	0	2	0	0	2	9	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	1	1	3	19	5	4	40	5	0	0	0	1	2	0	0	3	0	0	16	1	0	15	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	45	50	30	0	0	40	12	16	38	35	1	23	66	10	10	0	150	137	0	16	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	11	2	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Gordonibacter; Gordonibacter_pamelaeae	1	0	0	2	4	0	0	1	2	7	0	1	1	2	1	0	0	1	0	15	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU867|NN=Christensenella_minuta_AB490809|D=91.9	6	46	8	73	0	4	13	14	17	0	14	5	2	142	0	0	31	3	0	16	2	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	9
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU483|NN=Lactobacillus_rogosae_GU269544|D=95.9	153	34	26	22	2	1	6	41	41	41	5	0	11	0	14	2	33	117	0	10	48	0	55	0	0	11	1003	16	0	20	460	4	1	19	0	127	0	6	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Ruminococcus_lactaris	114	80	24	37	18	33	8	0	49	30	11	158	43	3	0	0	234	0	76	12	41	34	56	5	0	10	0	4	0	1	290	10	0	0	0	5	622	11	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1551|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=91.1	1	0	0	1	5	4	0	103	0	0	3	0	79	4	2	0	74	124	1	69	17	3	32	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU383|NN=Clostridium_populeti_X71853|D=91.5	18	119	6	2	10	67	2	214	387	116	16	557	74	89	0	0	386	57	353	16	30	1846	3	0	0	0	0	0	4	0	0	33	0	0	0	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU174|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.4	108	42	3	4	6	9	36	65	42	25	13	1	31	5	54	0	2	21	40	10	116	28	22	128	0	0	0	1	0	24	1	2	0	13	0	1013	6	16	128	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU855|NN=Roseburia_faecis_AY804149|D=95.5	97	16	4	36	4	12	1175	27	91	21	10	32	9	903	52	0	9	20	352	8	28	22	1017	27	1	6	28	3	0	7	10	36	2	11	63	34	1	5	17	832
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	39	20	29	40	26	11	0	1	30	19	3	16	46	25	24	0	18	0	44	56	38	10	4	0	0	0	0	31	0	12	2	43	2	36	38	72	14	8	61	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	3	0	10	0	84	0	13	375	3	0	0	1	5	2	0	0	0	12	0	4	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU1424|NN=Dorea_formicigenerans_EUBRRDP|D=96.7	99	4	7	31	3	1	7	18	7	58	8	14	99	10	2	170	22	722	192	2	31	10	12	22	0	6	1200	4	147	5	1	9	0	3	0	145	16	30	139	14
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	71	54	34	42	21	1	8	10	20	7	70	61	5	32	34	5	36	222	333	7	14	15	55	7	0	0	0	2	1	2	0	6	0	2	0	110	2	13	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	8	4	6	10	4	27	15	31	2	6	18	34	21	6	1	12	0	1	24	18	0	7	0	0	8	0	0	0	2	0	1	0	2	0	0	0	16	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU520|NN=Clostridium_bolteae_AJ508452|D=93.9	8	0	1	0	0	0	1	0	0	0	10	11	2	0	1	0	4	116	65	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	1	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU220|NN=Ruminococcus_gnavus_JN713312|D=92.1	13	0	2	0	0	0	0	4	0	1	2	0	0	1	0	0	0	0	11	1	2	1	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	7	1	12	0	2	0	1	0	0	35	0	0	1	0	0	0	1	0	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; OTU252|NN=Rothia_aeria_AB753461|D=96.6	11	0	0	1	0	0	2	0	1	1	1	7	0	0	0	0	5	38	6	10	19	0	2	2	0	0	43	0	29	4	59	0	9	5	11	7	0	2	12	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU694|NN=Clostridium_clariflavum_NR_102987.1|D=85.2	329	32	74	71	56	185	35	71	54	63	15	60	144	18	84	0	169	101	35	15	1	105	68	7	0	6	0	0	0	0	90	7	0	0	0	64	9	31	5	58
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU699|NN=Clostridium_methylpentosum_Y18181|D=88.8	47	14	1	47	8	15	1	4	8	0	14	15	49	64	8	0	102	0	18	20	4	11	48	0	0	0	0	0	2	4	0	13	0	1	0	24	49	25	27	5
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	12	30	13	22	17	8	16	23	32	24	5	12	10	16	11	30	23	12	17	5	12	13	13	21	20	14	9	14	24	16	14	33	5	7	6	24	18	13	13	21
Bacteria	12	26	16	30	22	13	24	32	34	32	8	19	10	14	12	18	28	17	26	8	36	24	16	30	17	22	9	11	50	28	15	38	6	8	8	38	19	12	19	8
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU103|NN=Prevotella_oralis_AY323522|D=89.1	1	0	0	1	0	0	12	1	1	0	0	0	1	1	0	0	0	1	0	1	6542	0	2	1	0	0	0	0	1	0	0	7	22	0	0	11	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	4	2	7	0	2	16	0	0	1	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus	181	4	16	3	1	3	0	1	5	316	11	11	54	9	11	1	24	145	77	6	28	2	4	10	0	4	0	0	0	39	0	13	6	0	7	3	166	51	39	46
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	196	6	0	4	15	18	0	0	2	7	2	0	0	0	0	5	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Butyricimonas; OTU1456|NN=Butyricimonas_virosa_AB443949|D=96.2	268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	1	46	0	0	0	26	0	0
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; OTU1376|NN=Acinetobacter_septicus_EF611418|D=96	0	2	6	14	6	4	1	30	0	0	7	4	2	5	2	5	0	5	0	14	6	0	1	1	2	0	0	1	7	0	0	7	0	0	1	0	0	17	0	1
Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	54	0	0	3	0	0	22	0	0	1	7	0	0	2	2	0	0	0	3	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	1	0	0	1	0	2	14	0	2	0	1	12	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU869|NN=Papillibacter_cinnamivorans_AF167711|D=90.2	6	46	7	1	0	17	1	5	0	0	38	5	174	2	0	0	0	0	921	10	31	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	2	0	0	2	1	0	0	0	4	0	0	1	0	24	1	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae	0	2	5	10	16	0	2	5	13	1	0	20	7	17	8	0	12	9	5	12	6	0	6	0	0	0	0	0	0	11	0	0	0	0	0	0	13	26	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU468|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=93.9	0	36	0	8	1	0	4	0	8	0	0	12	21	5	0	0	187	18	0	15	3	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	12
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus Soleaferrea; OTU1689|NN=Soleaferrea_massiliensis_JX101688|D=88.9	3	5	1	3	47	0	22	164	57	24	5	0	2	2	0	12	134	221	168	7	0	2	6	0	0	0	0	0	2	0	0	1	0	0	0	0	61	0	0	41
