#NAME	AIH049	AIH050	AIH051	AIH053	AIH054	AIH055	AIH056	AIH057	AIH060	AIH061	AIH062	AIH063	AIH064	AIH065	AIH066	AIH076	AIH081	AIH082	AIH083	AIH027	AIH031	AIH040	AIH046	AIH058	AIH068
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1478|NN=Ruminococcus_flavefaciens_AY349157|D=94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridium; Clostridium_sordellii	0	0	0	3	0	1	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0	0	2	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_plebeius	1	0	9	6	1	1	0	9	2	1	0	0	5	0	0	0	0	0	0	0	0	0	2	1942	169
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	1	10	0	0	8	0	9	4	0	3	0	6	1	17	0	0	0	13	0	0	10	0	6	6	4
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	0	0	1	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	4	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU798|NN=Oscillibacter_valericigenes_AB238598|D=90.1	1725	1036	756	1711	3	2654	110	74	1197	521	131	488	2	76	0	0	0	0	193	12	0	32	421	239	576
Bacteria; Unclassified; unclassified; unclassified; unclassified; unclassified; OTU253|NN=Geobacillus_stearothermophilus_EF025325|D=75.9	2	0	6	5	15	1	3	0	4	4	4	2	2	4	153	0	45	0	0	10	4	0	36	2	4
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	0	1	6	3	14	0	0	21	0	0	7	0	2	7	5	0	0	0	0	0	0	0	0	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	2	0	7	30	0	28	2	135	3	0	0	0	19	0	0	0	0	5	2	0	0	0	21	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	1	2	16	11	21	0	8	115	6	0	13	0	15	5	2	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU578|NN=Clostridium_lactatifermentans_AY033434|D=86.3	0	0	14	0	92	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1654|NN=Papillibacter_cinnamivorans_AF167711|D=89.7	45	0	0	0	7	0	0	0	1	5	0	0	0	0	0	0	0	0	6	0	0	0	0	24	148
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	2	172	200	1	2	1	1	14	14	417	76	0	10	10470	0	2	0	0	0	0	0	0	1	0	953
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU773|NN=Roseomonas_mucosa_AF538712|D=81.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU916|NN=Eubacterium_siraeum_EUBRRDV|D=93.2	843	4	51	355	1	59	5	245	134	58	2	766	385	13	0	0	0	0	2	0	0	2	4	5	105
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU808|NN=Eubacterium_ramulus_EUBRRDT|D=95.9	46	9	0	13	1	14	18	0	0	318	69	63	0	4	0	0	0	0	108	1	18	1	1	45	47
Bacteria; Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	31	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_bifidum	44	0	0	22	0	0	0	40	2	9	17	0	19	11	0	0	0	113	0	6	0	0	10	3	17
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	18	0	5	43	26	67	0	103	13	60	2781	19	81	0	0	5	20	4	114	0	0	0	477	27	13
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified	0	88	0	0	0	0	0	4	1	61	7	54	1	1025	0	0	0	0	293	0	0	0	0	1186	0
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; OTU719|NN=Victivallis_vadensis_AY049713|D=94.5	36	41	5	2	0	0	0	0	12	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; OTU267|NN=Parasutterella_excrementihominis_AB370250|D=92.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_symbiosum	0	0	3	0	0	0	0	0	2	1	0	7	0	0	1	0	0	13	1	11	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium	1	9	7	16	6	0	1	17	7	0	0	2	6	4	3	52	0	9	0	0	3	0	1	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU80|NN=Eubacterium_desmolans_EUBRRDO|D=94.1	394	0	4	56	20	3	0	8	0	245	79	4	10	51	0	0	18	6	0	131	2	1	0	20	65
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	1	0	0	7	0	0	3	0	0	0	3	1	1	0	0	1	0	0	0	3	0	5	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU481|NN=Clostridium_lactatifermentans_AY033434|D=85.5	19	1	0	8	83	0	0	1	0	0	0	0	3	7	8	0	0	29	0	3	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia_mannitolilytica	0	0	0	0	0	3	0	3	0	0	0	5	0	0	0	0	2	0	0	1	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU176|NN=Butyrivibrio_crossotus_FR733670|D=87.8	0	11	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	44	0	0	0	0	9	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_brachy	0	0	0	9	1	0	0	0	0	0	11	0	5	7	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales Family XI. Incertae Sedis; Parvimonas; Parvimonas_micra	0	1	3	2	0	0	4	3	0	0	0	0	44	0	1	0	0	0	0	0	1	0	2	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	55	0	3	7	0	3	0	3	0	8	0	1	0	9	6	0	0	0	24	65	0	0	0	19	26
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Streptomycetaceae; Streptomyces; Streptomyces_misionensis	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	3	0	0	1	0	0	2	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae	0	0	0	16	15	0	26	0	1	0	0	2	29	0	0	2	4	0	0	1	0	0	31	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU58|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=95.5	1	8	3	10	15	4	5	54	0	0	0	0	3	3	0	0	0	2	0	0	0	0	2	6	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; Methylobacterium_populi	0	0	0	0	0	0	0	0	0	0	0	4	3	5	2	0	3	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	4	3	1	0	0	0	0	15	1	0	0	0	0	0	0	4	2	0	1	7	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; Peptostreptococcus_stomatis	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; Methylobacterium_mesophilicum	0	0	0	0	0	0	0	6	0	0	0	8	0	0	3	0	0	0	1	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Mitsuokella; OTU1438|NN=Mitsuokella_jalaludinii_AF479674|D=96.8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	820	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_timonensis	0	0	7	0	18	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU962|NN=Oscillibacter_valericigenes_AB238598|D=89.7	182	0	1187	0	0	1	0	1	0	385	14	0	127	164	0	0	0	0	13	1	0	1	1	548	1343
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU790|NN=Barnesiella_intestinihominis_AB370251|D=84.6	0	0	4	2	0	0	1	2	25	0	3	0	3	8	0	1	0	1	0	2287	0	0	2	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_aldenense	0	0	8	7	12	1	7	30	2	1	5	1	3	0	3	0	3	155	0	398	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU312|NN=Ruminococcus_bromii_DQ882649|D=91.7	7	0	0	3	0	1	0	0	0	0	0	11	0	1	0	0	0	4	3	0	3	0	1	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; Rothia_dentocariosa	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	3	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Corynebacteriaceae; Corynebacterium; Corynebacterium_durum	2	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU673|NN=Ruminococcus_callidus_X85100|D=93.8	86	0	4	0	1	618	4	2	0	74	0	0	0	1255	0	0	0	0	12	0	1	0	1	0	511
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU1053|NN=Barnesiella_intestinihominis_AB370251|D=87.9	0	0	0	2	0	0	0	0	1204	1269	0	0	0	191	0	0	0	0	0	1	0	0	0	183	155
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU525|NN=Clostridium_clariflavum_NR_102987.1|D=78.1	57	0	0	0	0	0	649	1	0	146	151	0	2	663	0	0	0	0	21	0	0	0	0	193	84
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU997|NN=Catabacter_hongkongensis_AB671763|D=82.9	0	3	0	0	9	15	0	0	15	3	0	0	12	0	0	0	0	0	10	0	0	0	11	1	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae	112	0	58	1	1	0	1176	1	0	0	51	0	288	3	0	0	0	0	0	0	0	0	1	8	4
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1226|NN=Oscillibacter_valericigenes_AB238598|D=94.8	8	0	1	0	0	5	38	0	0	6	11	0	30	0	0	0	19	25	6	0	0	0	9	69	10
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU857|NN=Eubacterium_sulci_AJ006963|D=90.2	8	4	2	128	0	0	0	14	2	3	19	0	170	0	0	0	0	0	12	0	0	0	0	29	16
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU321|NN=Eubacterium_dolichum_AB649277|D=80.6	168	0	35	0	0	0	2	0	0	153	16	0	0	0	0	0	0	0	203	0	0	0	0	0	25
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	6	4	6	2	0	3	0	0	2	3	3	6	0	119	0	11	0	0	0	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1692|NN=Clostridium_clariflavum_NR_102987.1|D=83.3	48	0	22	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	7	0	0	0	0	92	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	3	1	0	0	5	3	0	0	0	0	0	2	23	0	0	5	0	0	0	0	0	7	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; unclassified; OTU689|NN=Clostridium_clariflavum_NR_102987.1|D=78.8	51	1	5	0	0	0	214	0	0	0	0	0	1	0	0	0	0	0	0	0	639	1	0	35	0
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU33|NN=Mesorhizobium_loti_RLU50164|D=82.1	65	0	0	45	0	128	28	0	1	11	0	0	52	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	9	6	0	0	0	0	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Slackia; Slackia_isoflavoniconvertens	0	0	4	0	0	0	0	0	0	0	1	0	0	88	0	0	7	0	0	1	0	0	0	2	28
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1358|NN=Oscillibacter_valericigenes_AB238598|D=91.3	185	142	25	23	0	0	161	32	259	68	28	54	4	47	0	0	0	0	12	0	0	5	31	266	276
Bacteria; Firmicutes; Clostridia; Clostridiales	1	0	0	0	0	0	0	11	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU997|NN=Catabacter_hongkongensis_AB671763|D=82.9	1	19	0	9	0	0	6	0	0	2	0	0	0	15	9	0	0	0	0	0	5	0	4	10	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	8	0	1	22	0	15	26	10	2	9	0	0	10	36	0	0	0	0	2	0	0	0	5	7	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU320|NN=Clostridium_clariflavum_NR_102987.1|D=82	0	6	0	0	0	0	0	0	0	12	11	0	0	8	0	0	0	0	0	0	0	0	16	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; unclassified; unclassified; OTU1390|NN=Parabacteroides_gordonii_AB470344|D=80.1	7	0	0	0	0	1	4	17	1	1	0	0	15	24	0	1	0	1	0	112	0	0	3	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU997|NN=Catabacter_hongkongensis_AB671763|D=82.9	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU345|NN=Christensenella_minuta_AB490809|D=84.1	2	0	5	0	1	0	0	103	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	235	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Eubacterium; OTU214|NN=Eubacterium_biforme_JF298897|D=96.8	0	0	187	0	0	0	0	0	4	0	0	0	0	16	1	0	0	0	0	18	0	0	0	1	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	0	0	1	0	0	0	2	9	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU164|NN=Ruminococcus_bromii_DQ882649|D=85.6	0	19	0	27	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified; OTU616|NN=Turicibacter_sanguinis_AF349724|D=87.1	0	148	439	221	0	0	0	127	22	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1570|NN=Clostridium_clariflavum_NR_102987.1|D=79.3	17	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	16	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Dehalobacteriaceae; Dehalobacterium; OTU1709|NN=Desulfitobacterium_frappieri_DFU40078|D=85.6	4	0	8	0	22	0	5	52	2	6	33	0	86	0	0	0	0	0	6	0	0	0	7	15	18
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	3	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	2097	44	12	0	6	1315	13	14	563	0	241	212	52	0	0	0	0	0	0	0	0	21	2	0	813
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU293|NN=Clostridium_glycyrrhizinilyticum_AB233029|D=91.2	87	1060	7	13	2	3	6	9	0	106	0	0	8	32	28	0	12	99	13	6	0	1	14	123	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	9	1	1	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	0	0	2	0	0	26	55	1	0	0	2	0	16	1	0	0	0	0	1	0	0	0	0	9	0
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU874|NN=Bacillus_thuringiensis_AM292029|D=80.3	0	1	64	0	0	0	0	0	0	41	68	0	0	0	0	0	0	0	72	0	0	0	0	19	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1568|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=93.7	1	0	0	5	3	2	4	0	4	0	1	4	1	1	0	0	0	0	0	0	6	0	1	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Olsenella; OTU910|NN=Olsenella_uli_AY005814|D=92.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	36	0	0	1	0	0	3	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1513|NN=Christensenella_minuta_AB490809|D=84.3	11	0	3	6	22	0	3	1	1	1	0	2	6	0	0	0	0	1	3	0	0	0	36	3	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	17	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	14	0	0	0	91	224	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	9	17	9	19	0	0	25	5	0	5	0	4	0	2	1	0	0	0	0	0	0	0	3	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU193|NN=Barnesiella_intestinihominis_AB370251|D=85.1	71	0	0	0	0	0	8	5972	0	0	0	0	29	0	0	0	0	0	1	0	0	8	2	0	0
Bacteria; Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]; OTU1258|NN=Melainabacter_A1|D=94.8	0	0	0	0	0	0	389	0	0	0	0	0	0	0	689	0	0	0	0	0	0	1	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	37	0	0	2	0	0	0	5	0	0	0	0	1	0	5	0	0	0	8	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU18|NN=Ruminococcus_bromii_DQ882649|D=88.1	0	0	0	0	0	0	2	18	0	0	0	12	92	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1127|NN=Anaerotruncus_colihominis_DQ002932|D=90.1	0	0	0	0	7	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; Anaerotruncus_colihominis	2	0	1	0	1	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	1	0	1	0	6	14	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella	0	2	0	0	0	0	0	0	0	2	3	0	0	8	0	0	0	0	0	0	0	0	0	10	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	19	0	0	0	0	0	0	0	13	23	3	0	38	5	0	0	0	0	0	0	0	0	3	1	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU320|NN=Clostridium_clariflavum_NR_102987.1|D=82	0	0	0	0	0	0	0	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU171|NN=Clostridium_clariflavum_NR_102987.1|D=82.9	0	0	0	1	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	1	164	3	1
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	5	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae	0	3	1	0	1	0	0	20	3	0	2	0	5	2	0	0	0	0	0	0	0	0	1	2	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Catabacteriaceae; Catabacter; OTU1712|NN=Catabacter_hongkongensis_AB671763|D=84	33	173	19	0	0	0	0	0	10	27	0	0	0	7	0	0	0	0	13	0	0	1	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	2	12	14	0	0	0	9	13	5	33	0	0	3	45	0	0	0	0	0	0	0	1	19	38	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU227|NN=Prevotella_shahii_AB108825|D=89.3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	133	0	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU997|NN=Catabacter_hongkongensis_AB671763|D=82.9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus Soleaferrea; OTU807|NN=Soleaferrea_massiliensis_JX101688|D=86.9	638	0	0	0	0	0	520	0	0	248	0	0	427	0	1	0	293	0	31	0	0	1	0	136	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus_eutactus	106	0	257	0	0	0	0	0	0	37	36	0	0	0	0	0	198	39	150	0	0	2	1	0	59
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; unclassified; unclassified; OTU68|NN=Tannerella_forsythia_JN713185|D=79.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	3	0	0	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Adlercreutzia; Adlercreutzia_equolifaciens	11	2	0	2	2	0	1	0	3	3	0	2	1	0	1	0	0	0	1	0	0	0	0	0	20
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU1090|NN=Eubacterium_cylindroides_AB018186|D=79.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Bacteria; Firmicutes; Clostridia; Clostridiales	1	0	0	0	4	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU791|NN=Prevotella_copri_AB064923|D=88.2	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	372	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1074|NN=Papillibacter_cinnamivorans_AF167711|D=85.3	22	32	4	0	0	0	5	21	95	0	19	140	3	0	0	0	0	0	0	0	0	0	0	10	13
Bacteria; Firmicutes; Clostridia; Clostridiales	4	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1
