#NAME	AIH018	AIH021	AIH022	AIH035	AIH036	AIH039	AIH040	AIH043	AIH047	AIH052	AIH058	AIH059	AIH068	AIH069	AIH070	AIH071	AIH001	AIH002	AIH003	AIH005	AIH006	AIH007	AIH009	AIH011	AIH020	AIH023	AIH026	AIH027	AIH029	AIH030	AIH031	AIH032	AIH033	AIH037	AIH042	AIH046	AIH072	AIH074	AIH077
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1225|NN=Ruminococcus_bromii_DQ882649|D=90.5	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Acidaminococcus	0	0	1	0	0	278	0	0	0	0	0	0	3	668	0	6818	0	21	0	0	1	0	398	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_methylpentosum	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU1030|NN=Gordonibacter_pamelaeae_AB566419|D=87.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU98|NN=Christensenella_minuta_AB490809|D=84.9	0	0	0	0	0	0	0	2	0	61	26	5	9	21	0	158	0	13	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0
Bacteria; Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]; OTU1328|NN=Melainabacter_A1|D=90.6	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1229	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	67	0	0	14	1	0	0	0	0	309	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; OTU1224|NN=Peptococcus_niger_AB644260|D=87.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_onderdonkii	0	0	0	0	0	1	0	0	1	0	299	56	39	0	0	0	0	4	1	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Akkermansia	0	0	0	44	0	0	0	0	86	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	10	0	0	2	0	0	470	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	128	21	75	5	31	61	8	15	5	21	45	4	95	5	74	0	0	20	62	18	112	0	45	23	0	1	17	12	4	7	5	2	3	229	192	41	0	3	1
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	2	0	7	0	0	1	0	0	1	0	11	0	42	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1033|NN=Ruminococcus_bromii_DQ882649|D=88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU311|NN=Prevotella_copri_AB064923|D=90.1	0	2	17	1	0	0	0	0	0	0	0	4	1	0	0	0	0	4	0	2	1317	0	43	0	0	0	0	1298	5	1309	0	0	0	3	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	1	0	0	0	0	1	213	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	21
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania; Holdemania_filiformis	56	0	0	1	0	0	0	2	0	0	0	0	4	0	0	1	0	8	2	1	0	0	2	0	0	0	0	0	0	0	5	0	3	0	2	0	1	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
Bacteria; Firmicutes	6	11	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	21	0	0	4	0	0	0	1	9	4	0	193	0	0	1	0	23	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU957|NN=Anoxystipes_fissicatena_NR_104800.1|D=93.2	2	0	0	0	0	80	1	0	0	0	6	0	38	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	114	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales Family XIII. Incertae Sedis; Mogibacterium; OTU129|NN=Mogibacterium_neglectum_AB037875|D=94.6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	28	0	3	0	0	0	0	0	0	2	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1683|NN=Ruminococcus_bromii_DQ882649|D=90	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	15	0	5	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium; Methylobacterium_jeotgali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0
Bacteria; Actinobacteria	5	1	1	14	0	8	0	0	0	69	0	0	76	0	0	0	0	1	0	18	12	0	9	0	0	0	2	6	0	21	0	0	0	0	28	0	5	0	1
Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae	24	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera	91	1	30	4	0	10	0	6	4	0	0	1	0	2	0	0	0	4	1	0	178	0	0	0	86	1	36	26	4620	0	1	968	0	286	0	0	3	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; Oribacterium_sinus	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	1	0	1	0	0	0	2	4	4	0	0	10	0	7	0	6	0	3	0	0	0	0	0	0	0	0	0	0	37	0	0	0	2	6	0	0	13
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera	0	7	0	0	2	37	5	0	5	0	0	0	0	0	0	1	0	6	0	0	8	1	0	0	0	2	41	1	184	1	0	11040	0	8	0	0	1	4	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_asparagiforme	2	2	48	4	1	10	0	0	25	3	0	0	1	0	0	2	0	2	0	1	0	0	2	0	0	5	0	225	0	1	0	0	2	8	9	0	0	14	2
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_hathewayi	0	30	0	0	1	6	0	0	4	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	12	0	0	0	0	258	3	0	0	0	8	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1490|NN=Clostridium_bolteae_AJ508452|D=91	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	22
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Bacteria; Firmicutes; Clostridia; Clostridiales	0	2	0	0	13	0	0	0	8	4	7	0	10	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU599|NN=Roseburia_intestinalis_AB661435|D=94	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	7
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella	0	0	0	0	0	0	0	0	0	2	2	0	1	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; unclassified	0	0	0	0	0	0	0	0	0	0	2592	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU500|NN=Oscillibacter_valericigenes_AB238598|D=90.6	0	11	39	1379	13	0	13	0	16	0	154	104	553	48	1	0	0	6	3	245	163	0	42	0	0	0	0	4	4	1932	0	0	0	0	0	63	79	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	86	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_buccae	2	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	3	6	2	0	30020	1	2	0	1	2	10	183	2	0	409	0	0	0	0	1	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	1	0	1	0	0	1	0	2	5	0	4	0	2	1	0	1	0	0	0	0	0	0	0	0	3	2	0	6	0	0	0	0	2	0	1	0	4
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	389	0	0	0	0	0	45	0	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; Erysipelatoclostridium_innocuum	10	89	89	1	0	4	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	35	0	6	0	0	11	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	11	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU1638|NN=Prevotella_melaninogenica_AY323525|D=97	1	4	51	1	0	5	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	4	0	24	0	0	1	6	0	1	6	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU175|NN=Roseburia_hominis_AB661434|D=94.3	0	0	1	4	0	1	0	3	104	25	36	0	7	0	1	1	0	2	0	1	2	0	2	0	0	0	0	352	0	0	0	0	1	1	0	305	0	0	1
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Dielma; Dielma_fastidiosa	30	0	0	0	1	0	0	0	0	3	0	0	0	3	20	0	0	1	1	5	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_citroniae	17	262	26	1	2	51	0	0	8	1	4	0	0	0	5	0	0	1	4	5	0	0	2	67	39	2	0	65	870	4	1	0	11	26	9	2	0	53	21
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	44	0	0	10	6	13	0	0	4	11	11	2	0	7	0	0	0	3	4	20	1	0	0	0	9	7	77	8	3	0	0	7	1	2	6	0	0	26	14
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU687|NN=Prevotella_oulora_PVORR16SH|D=91.7	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	3	0	8	0	15	0	0	0	0	0	0	2	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella; OTU402|NN=Christensenella_minuta_AB490809|D=85.4	0	0	0	0	0	0	0	70	8	0	17	0	8	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; Oribacterium_sinus	8	14	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	1	0	1	0	0	0	14	0	1	4	0	0	0	0	0	4	0	0	0	2	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Parabacteroides; Parabacteroides_goldsteinii	3	0	0	0	0	0	2	2	220	20	10	25	0	3	18	2	0	1	0	0	0	0	0	0	0	0	5	121	0	1	0	0	0	0	15	0	0	4	2
Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; OTU1004|NN=Neisseria_subflava_FJ823143|D=96.5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	49	0	0	11	3	0	0	0	0	3	0	0	0	1	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7	0	0	0	0	0	0	0	18	1	8	22	4	0	0	0	12	0	4	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	6	0	0	0
Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera; OTU301|NN=Megasphaera_elsdenii_DQ146765|D=93.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
Bacteria; Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU1710|NN=Eubacterium_saphenum_GU427005|D=89.7	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	3	0	1	2	0	1	0	1	3	2	0	0	1	0	10	0	0	1	0	4	5	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	8	1
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_clarus	0	0	0	0	0	0	0	153	0	0	0	0	0	119	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	297
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1478|NN=Ruminococcus_flavefaciens_AY349157|D=94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridium; Clostridium_sordellii	0	0	0	1	0	0	0	2	0	0	2	0	0	67	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_plebeius	1	26	51130	0	0	0	0	0	4	0	1942	526	169	0	0	0	0	1	0	5	10	2	0	0	0	0	0	0	3	16	0	2	0	0	0	2	2	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	3	0	0	6	0	4	51	29	1	0	1	0	8	0	0	0	0	0	0	5	0	0	0	10	0	0	0	3	6	1	0	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU798|NN=Oscillibacter_valericigenes_AB238598|D=90.1	5	4	0	6221	605	0	32	314	44	0	239	1	576	5920	0	0	0	2	1	2	3877	0	0	0	1	0	0	12	0	0	0	0	0	0	17	421	515	1	1
Bacteria; Unclassified; unclassified; unclassified; unclassified; unclassified; OTU253|NN=Geobacillus_stearothermophilus_EF025325|D=75.9	15	0	109	2	4	13	0	14	4	0	2	0	4	6	3	0	0	2	0	0	1	2	33	0	13	0	10	10	1	0	4	0	0	17	0	36	0	89	0
Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella	1	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; unclassified; unclassified	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	159	0	6	0	67	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	7
Bacteria; Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales	4	0	0	0	0	0	0	1	1	7	0	7	1	0	8	6	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU578|NN=Clostridium_lactatifermentans_AY033434|D=86.3	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1654|NN=Papillibacter_cinnamivorans_AF167711|D=89.7	0	0	0	0	0	0	0	0	0	0	24	16	148	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	784	1	0	2313	1	1829	0	276	953	1598	1	0	0	1	0	0	301	0	0	0	0	0	0	0	0	1	0	0	0	98	18	1	214	0	618
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU773|NN=Roseomonas_mucosa_AF538712|D=81.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2123	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU916|NN=Eubacterium_siraeum_EUBRRDV|D=93.2	0	0	0	0	0	0	2	0	0	0	5	1	105	0	0	0	0	0	447	393	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU808|NN=Eubacterium_ramulus_EUBRRDT|D=95.9	85	0	0	15	3	0	1	6	0	41	45	0	47	531	2	1	0	0	41	5	12	0	3	0	0	0	0	1	0	0	18	0	0	0	17	1	4	0	0
Bacteria; Firmicutes	0	0	0	6	0	0	0	151	0	0	31	0	0	0	0	0	0	0	260	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus	0	0	0	0	0	0	0	0	0	310	0	0	6	0	0	0	0	0	278	0	3	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	3	0	0
Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_bifidum	0	4	3	0	0	1	0	8	0	0	3	0	17	45	1	0	0	0	5	5	3	0	7	0	4263	1	111	6	4	2	0	0	0	28	10	10	0	3	6
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	2	672	3	16	0	9	0	88	0	96	27	9	13	1	87	1	0	0	90	1	402	0	0	1	0	2	0	0	0	4	0	0	0	0	5	477	0	0	0
Bacteria; Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified	0	0	0	0	0	0	0	0	0	0	1186	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; OTU719|NN=Victivallis_vadensis_AY049713|D=94.5	0	1	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; OTU267|NN=Parasutterella_excrementihominis_AB370250|D=92.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_symbiosum	1	18	0	0	0	11	0	0	0	0	0	1	0	0	5	0	0	0	4	1	0	0	0	0	365	0	0	11	0	0	0	0	3	57	0	0	0	9	0
Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium	0	5873	749	4	0	0	0	2	0	6	1	5	0	5	1	0	0	0	41	0	1	0	0	0	17	4	2	0	4	1	3	18	0	1	0	1	0	303	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU80|NN=Eubacterium_desmolans_EUBRRDO|D=94.1	0	0	42	17	0	238	1	0	0	6	20	0	65	4	11	4	0	0	13	4	4	0	2	0	0	2	0	131	0	2	2	0	0	0	1	0	0	8	1
Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	1	0	3
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU481|NN=Clostridium_lactatifermentans_AY033434|D=85.5	523	0	0	0	0	83	0	0	2	0	0	0	0	0	0	0	0	0	8	24	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	3
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia_mannitolilytica	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU176|NN=Butyrivibrio_crossotus_FR733670|D=87.8	0	0	0	6	2	1	0	1	8	0	9	0	3	0	4	0	0	0	23	0	8	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_brachy	0	2	0	0	0	0	0	0	4	3	0	0	0	0	12	5	0	0	4	0	3	0	4	0	0	0	9	0	0	4	0	4	0	2	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales Family XI. Incertae Sedis; Parvimonas; Parvimonas_micra	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	7	0	0	0	1	0	0	6	0	2	0	0	0
Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified	65	0	0	0	0	0	0	0	25	0	19	0	26	0	0	0	0	0	17	0	1	0	0	0	0	0	6	65	0	6	0	0	0	1	0	0	1	0	0
